央视频道,#genre#
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228156/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221227683/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221227658/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221227658/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221227683/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221228156/index.m3u8
CCTV4,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228091/1.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221227378/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221227658/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221227683/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221228156/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221227489/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221228091/index.m3u8
CCTV5,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227298/1.m3u8
CCTV5,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227452/1.m3u8
CCTV5,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228395/1.m3u8
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw3847208563_882248521/ott.mobaibox.com/PLTV/3/224/3221228179/index.m3u8?icpid=3&RTS=1668594346&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227298/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227166/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227452/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227478/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227640/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227661/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221228082/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221228173/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227401/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227466/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227686/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221228395/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227537/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227617/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221228179/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221228502/index.m3u8
CCTV5+,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228076/1.m3u8
CCTV5+,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227480/1.m3u8
CCTV5+,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228114/1.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227381/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221225604/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227522/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227714/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227685/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221228076/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221228114/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227480/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227631/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221228277/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221227502/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221228176/index.m3u8
CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb13]/wh7f454c46tw3940641123_459833286/ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8?icpid=3&RTS=1668594440&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV6,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228123/1.m3u8
CCTV6,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228516/1.m3u8
CCTV6,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227581/1.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227209/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227301/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228196/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221225548/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227664/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227581/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228185/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227430/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228280/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228123/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228516/index.m3u8
CCTV7,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227314/1.m3u8
CCTV7,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227642/1.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221227314/index.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221225546/index.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221227642/index.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221227626/index.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221227690/index.m3u8
CCTV7,http://ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8
CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4086984004_1136880123/ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8?icpid=3&RTS=1668594586&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV8,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227205/1.m3u8
CCTV8,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227473/1.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227304/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227205/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227750/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221228079/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227433/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227629/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221228398/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221228194/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221228578/index.m3u8
CCTV9,http://ott.mobaibox.com/PLTV/3/224/3221225532/index.m3u8
CCTV9,http://ott.mobaibox.com/PLTV/3/224/3221227659/index.m3u8
CCTV9,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw4254168827_1850088835/ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8?icpid=3&RTS=1668594753&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
CCTV9,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228303/1.m3u8
CCTV9,http://ott.mobaibox.com/PLTV/3/224/3221227704/index.m3u8
CCTV9,http://ott.mobaibox.com/PLTV/3/224/3221227614/index.m3u8
CCTV9,http://ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8
CCTV10,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227317/1.m3u8
CCTV10,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227620/1.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221227317/index.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221225550/index.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221227717/index.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221227620/index.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221228078/index.m3u8
CCTV10,http://ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228289/index.m3u8
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV11,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227384/1.m3u8
CCTV11,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227720/1.m3u8
CCTV11,http://ott.mobaibox.com/PLTV/3/224/3221227524/index.m3u8
CCTV11,http://ott.mobaibox.com/PLTV/3/224/3221227384/index.m3u8
CCTV11,http://ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8
CCTV11,http://ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8
CCTV12,http://ott.mobaibox.com/PLTV/3/224/3221225556/index.m3u8
CCTV12,http://ott.mobaibox.com/PLTV/3/224/3221227655/index.m3u8
CCTV12,http://ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8
CCTV12,http://ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8
CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw259647455_-1559913959/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8?icpid=3&RTS=1668595054&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221228121/index.m3u8
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221227387/index.m3u8
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8
CCTV14,http://ott.mobaibox.com/PLTV/3/224/3221227201/index.m3u8
CCTV14,http://ott.mobaibox.com/PLTV/3/224/3221227656/index.m3u8
CCTV14,http://ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8
CCTV14,http://ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8
CCTV15,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227723/1.m3u8
CCTV15,http://ott.mobaibox.com/PLTV/3/224/3221227538/index.m3u8
CCTV15,http://ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8
CCTV15,http://ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw456909575_2098882473/ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8?icpid=3&RTS=1668595251&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
CCTV16,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228168/1.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228320/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228112/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8
CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228407/index.m3u8
CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw483903016_-67353299/ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8?icpid=3&RTS=1668595278&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV17,http://ott.mobaibox.com/PLTV/3/224/3221227578/index.m3u8
CCTV17,http://ott.mobaibox.com/PLTV/3/224/3221227589/index.m3u8
CCTV17,http://ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8
CCTV17,http://ott.mobaibox.com/PLTV/3/224/3221227726/index.m3u8
CCTV4K,http://ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV4K,http://ott.mobaibox.com/PLTV/3/224/224/3221228228/index.m3u8
CCTV8K,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
文化精品,http://ott.mobaibox.com/PLTV/3/224/3221228677/index.m3u8
央视台球,http://ott.mobaibox.com/PLTV/3/224/3221228683/index.m3u8
风云音乐,http://ott.mobaibox.com/PLTV/3/224/3221228665/index.m3u8
第一剧场,http://ott.mobaibox.com/PLTV/3/224/3221228659/index.m3u8
风云剧场,http://ott.mobaibox.com/PLTV/3/224/3221228662/index.m3u8
怀旧剧场,http://ott.mobaibox.com/PLTV/3/224/3221228671/index.m3u8
女性时尚,http://ott.mobaibox.com/PLTV/3/224/3221228674/index.m3u8
高尔夫网球,http://ott.mobaibox.com/PLTV/3/224/3221228138/index.m3u8
风云足球,http://ott.mobaibox.com/PLTV/3/224/3221228668/index.m3u8
电视指南,http://ott.mobaibox.com/PLTV/3/224/3221228689/index.m3u8
世界地理,http://ott.mobaibox.com/PLTV/3/224/3221228680/index.m3u8
兵器科技,http://ott.mobaibox.com/PLTV/3/224/3221228686/index.m3u8

卫视频道,#genre#
安徽卫视,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw2802330256_375747539/ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8?icpid=3&RTS=1668597596&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
安徽卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227653/1.m3u8
安徽卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221225634/1.m3u8
安徽卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228327/1.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227653/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227759/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221228153/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227498/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227643/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221225800/index.m3u8
北京卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
北京卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw2687876293_-1703018199/ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8?icpid=3&RTS=1668597482&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227390/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227246/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227652/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227694/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221228115/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227436/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221228410/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227654/1.m3u8
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/wh7f454c46tw2787424866_142914197/ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8?icpid=3&RTS=1669701388&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
重庆卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228133/1.m3u8
重庆卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227632/1.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221227632/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221225812/index.m3u8
东方卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw2542426131_1585848046/ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8?icpid=3&RTS=1668597336&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
东方卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227511/1.m3u8
东方卫视,http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221227486/1.m3u8
